,userId,contentId,eventId,deck,section
23,user-000008,1.4784416999999999,1,Professor warned in 2016 that Morandi Bridge was a 'failure of engineering',world
24,user-000009,1.4779746999999999,0,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
25,user-000009,1.4783833,1,The Saturday evening crash sent 5 people to hospital,canada
26,user-000010,1.4782959,0,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
27,user-000010,1.4782895,1,Google services on smartphones store location data even if you use privacy settings to prevent it,technology
28,user-000010,1.4781002,2,But it's far from a foregone conclusion that liberalism has completely lost its global ideological hold,news
29,user-000011,1.32091,0,"Half of Ontario's unlicensed home daycares considering closing over new rules, survey suggests",canada
30,user-000011,1.4783857,1,Pilot died in crash hours after being arrested for assaulting spouse,world
31,user-000012,1.4783857,0,Pilot died in crash hours after being arrested for assaulting spouse,world
32,user-000012,1.4783912000000001,1,Federal government also pledges aircraft as 600 blazes burn across the province,canada
33,user-000012,1.4783937,2,CBC News plans to challenge order that prohibits publication or broadcast of previously reported information,canada
34,user-000013,1.4783458,0,Alan Bird is on trial for 1st-degree murder but offered to plead guilty to manslaughter,canada
35,user-000013,1.4783833,1,The Saturday evening crash sent 5 people to hospital,canada
36,user-000013,1.4783362,2,"'This type of thing has never been tried before,' says biologist on effort to help 3-year-old orca",canada
37,user-000014,1.4782895,0,Google services on smartphones store location data even if you use privacy settings to prevent it,technology
38,user-000014,1.4596041000000002,1,An online reputation expert says deleting Facebook accounts won't solve the problem of data breach,canada
39,user-000014,1.4597111999999999,2,A web developer's deep dive into his own data yields a near-complete picture of his life,
40,user-000015,1.4783421,0,Longtime Scarborough councillor would likely have to take on an incumbent,canada
41,user-000015,1.4783018,1,Court documents say an officer fired at alleged shooter after he pointed a long gun at him,canada
42,user-000015,1.4782833999999998,2,"Donnie Robichaud was a full-patch member of Bacchus until one year ago, according to his family",canada
43,user-000016,1.4780594999999999,0,"Wheat yields are way down everywhere but North America, so the rest of the world doesn't have much to sell",business
44,user-000016,1.4781002,1,But it's far from a foregone conclusion that liberalism has completely lost its global ideological hold,news
45,user-000016,1.4780544,2,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
46,user-000016,1.4770134,3,"When MISHKA hit a million YouTube views in three days, it reignited the 23-year-old filmmaker's faith",
47,user-000016,1.4783456,4,"Buyers, owners, professionals and economists wait anxiously for latest clues on real estate future",business
48,user-000016,1.4783857,5,Pilot died in crash hours after being arrested for assaulting spouse,world
49,user-000017,1.4783136000000001,0,Most of the growth in full-time jobs,canada
50,user-000017,1.4783194,1,Monsanto ordered to pay $289M US in California Roundup lawsuit over cancer claims,
51,user-000018,1.4783194,0,Monsanto ordered to pay $289M US in California Roundup lawsuit over cancer claims,
52,user-000018,1.4771673,1,"On August 6, 1998, Percy Schmeiser was sued by biotech giant Monsanto for patent infringement ",canada
53,user-000019,1.4783,0,Central bank tries its best to backstop currency,business
54,user-000019,1.3412062,1,Revenue Minister Diane Lebouthillier says 24 charities still being audited will remain on hook,politics
55,user-000020,1.4783912000000001,0,Federal government also pledges aircraft as 600 blazes burn across the province,canada
56,user-000020,1.4782274,1,Lightning a major factor in new fire starts ,canada
57,user-000021,1.4780544,0,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
58,user-000021,1.4783857,1,Pilot died in crash hours after being arrested for assaulting spouse,world
59,user-000022,1.4782959,0,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
60,user-000022,1.4783351999999998,1,"The man, 29, fell over the edge after climbing a guard rail",canada
61,user-000022,1.4783517,2,"'After hundreds of years of having your people marginalized, it’s just something we have to stand up for'",canada
62,user-000023,1.4782959,0,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
63,user-000023,1.4777791999999998,1,"'It was a really bizarre case of whataboutism, if you don't even know how to do whataboutism right'",
64,user-000023,1.4779746999999999,2,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
65,user-000023,1.4768652,3,Raccoons are exotic for many of Jim Blackwood's out-of-town visitors,
66,user-000023,1.4783053,4,Some parts of province saw hottest Aug. 12 in more than 100 years,canada
67,user-000023,1.4780906,5,Changes were made days before lawsuit filed seeking class certification,canada
68,user-000023,1.4765317,6,"After 5 years together, popular Winnipeg eatery cuts ties with popular Winnipeg delivery service",canada
69,user-000023,1.4781002,7,But it's far from a foregone conclusion that liberalism has completely lost its global ideological hold,news
70,user-000023,1.47811,8,Doctor allegedly told people to 'get a job' and asked if they wanted painkiller prescriptions,canada
71,user-000023,1.4783142,9,City lease agreement for Dominion Street park expired in 2009,canada
72,user-000023,1.478329,10,"Rising temperatures could add extra month to growing season, Manitoba report says",canada
73,user-000023,1.4762468,11,"'We are going to see people migrating by the millions,' says U of Waterloo's Blair Feltmate",
74,user-000023,1.4783458,12,Alan Bird is on trial for 1st-degree murder but offered to plead guilty to manslaughter,canada
75,user-000023,1.4782608,13,Dio Gama advised not to leave country with family's case still being reviewed,
76,user-000023,1.4782952,14,"Other groups followed Charlottesville's example in opposing alt-right, says professor",
77,user-000024,1.4782816,0,Miranda Conn says the gunfire was likely intended for someone else,canada
78,user-000024,1.4782764,1,RCMP lay 14 charges against 29-year-old man,canada
79,user-000024,1.4782187,2,"RCMP put out plea for photos, video and witnesses after party turns violent",canada
80,user-000024,1.4783142,3,City lease agreement for Dominion Street park expired in 2009,canada
81,user-000024,1.4782883,4,"Ben Harris, 15, was excited about his future says his father",canada
82,user-000024,1.4780906,5,Changes were made days before lawsuit filed seeking class certification,canada
83,user-000025,1.47811,0,Doctor allegedly told people to 'get a job' and asked if they wanted painkiller prescriptions,canada
84,user-000026,1.4778221,0,"'It's being used against you, kind of like a punishment,' says transit user",canada
85,user-000026,1.4782676000000001,1,The B.C. Wildfire Service said 145 new fires started Saturday,canada
86,user-000027,1.4779746999999999,0,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
87,user-000027,1.4780544,1,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
88,user-000027,1.4781002,2,But it's far from a foregone conclusion that liberalism has completely lost its global ideological hold,news
89,user-000027,1.4782895,3,Google services on smartphones store location data even if you use privacy settings to prevent it,technology
90,user-000027,1.4782608,4,Dio Gama advised not to leave country with family's case still being reviewed,
91,user-000027,1.4783237,5,"Co-operative grocery retailer looks to hire new managers, train staff",canada
92,user-000027,1.4783182,6,Republicans have seized on text messages from Strzok to try to discredit probe into Russian election meddling ,world
93,user-000027,1.4783458,7,Alan Bird is on trial for 1st-degree murder but offered to plead guilty to manslaughter,canada
94,user-000027,1.4782989,8,Eastern Canadian premiers and New England governors holding annual meeting in Vermont,politics
95,user-000027,1.4784106000000001,9,Grow Calgary sees micro homes as possible solution to homelessness,canada
96,user-000027,1.4783857,10,Pilot died in crash hours after being arrested for assaulting spouse,world
97,user-000028,1.4780594999999999,0,"Wheat yields are way down everywhere but North America, so the rest of the world doesn't have much to sell",business
98,user-000028,1.4780726,1,"U.S. grants exemptions, but American process raises conflict of interest concerns",politics
99,user-000028,1.4783329,2,"'1867 was a different time,' PC MPP says during question period",canada
100,user-000028,1.4783064,3,Nearly 600 wildfires are burning across the province,canada
101,user-000029,1.4782758,0,"Bolante Idowu Alo had applied repeatedly for refugee status in Canada, claiming his life was at risk",canada
102,user-000029,1.478245,1,"About 20 white nationalists met with jeers, insults as they marched in Washington, D.C.",world
103,user-000030,1.47811,0,Doctor allegedly told people to 'get a job' and asked if they wanted painkiller prescriptions,canada
104,user-000030,1.4779746999999999,1,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
105,user-000030,1.4780544,2,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
106,user-000031,1.4783328000000002,0,Energy company says it was left with 'no practical choice' but to withdraw,canada
107,user-000031,1.4782989,1,Eastern Canadian premiers and New England governors holding annual meeting in Vermont,politics
108,user-000031,1.4783118999999998,2,Newsletter: A closer look at the day's most notable stories,national
109,user-000031,1.4783857,3,Pilot died in crash hours after being arrested for assaulting spouse,world
110,user-000031,1.4783182,4,Republicans have seized on text messages from Strzok to try to discredit probe into Russian election meddling ,world
111,user-000032,1.4782959,0,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
112,user-000032,1.4783325,1,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
113,user-000032,1.4783182,2,Republicans have seized on text messages from Strzok to try to discredit probe into Russian election meddling ,world
114,user-000032,1.4779746999999999,3,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
115,user-000033,1.4782491000000002,0,"Buildings, one with basement arms depot, demolished in residential area of town in Idlib province",world
116,user-000033,1.4779131,1,An Idlib onslaught could see untold numbers flee for nearby Turkey,world
117,user-000033,1.4782959,2,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
118,user-000033,1.4446326,3,Decision comes at start of what's expected to be a round of departures heading into new year,world
119,user-000033,1.4783035,4,"U.S. soul singer, 76, last performed at November benefit concert organized by Elton John",entertainment
120,user-000033,1.4783018,5,Court documents say an officer fired at alleged shooter after he pointed a long gun at him,canada
121,user-000033,1.4783035,6,"U.S. soul singer, 76, last performed at November benefit concert organized by Elton John",entertainment
122,user-000033,1.4783857,7,Pilot died in crash hours after being arrested for assaulting spouse,world
123,user-000033,1.4782551000000002,8,Former White House staffer defends decision to covertly record conversations in Situation Room,world
124,user-000033,1.47811,9,Doctor allegedly told people to 'get a job' and asked if they wanted painkiller prescriptions,canada
125,user-000033,1.4780544,10,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
126,user-000033,1.4783681999999998,11,Joseph DeAngelo is alleged to have been one of California's most elusive serial killers ,world
127,user-000033,1.4784416999999999,12,Professor warned in 2016 that Morandi Bridge was a 'failure of engineering',world
128,user-000033,1.4783182,13,Republicans have seized on text messages from Strzok to try to discredit probe into Russian election meddling ,world
129,user-000034,1.4781002,0,But it's far from a foregone conclusion that liberalism has completely lost its global ideological hold,news
130,user-000034,1.4783118999999998,1,Newsletter: A closer look at the day's most notable stories,national
131,user-000035,1.4783064,0,Nearly 600 wildfires are burning across the province,canada
132,user-000035,1.4783329,1,"'1867 was a different time,' PC MPP says during question period",canada
133,user-000035,1.4781377,2,Contest for communities to win $30 million toward housing projects called 'Hunger Games of on-reserve housing',canada
134,user-000035,1.4783578000000002,3,Lisa MacLeod says she's disappointed federal government's latest move is to shuffle task force leadership,politics
135,user-000035,1.4782406000000001,4,Vaginal laser therapy is being touted as a fix-all for both medical and cosmetic procedures,news
136,user-000035,1.4783223,5,"After ignoring order to take down camp, Kinder Morgan protesters reiterate they have no intention of leaving",canada
137,user-000035,1.4782571000000002,6,Health Canada says more evidence is needed of their risks and harms,canada
138,user-000036,1.4781792999999999,0,"Youth appeal, genre focus and strong sense of community help keep event a live music leader",canada
139,user-000036,1.4779792,1,NDP leader says there are 'other nations we can look at' for oil,politics
140,user-000036,1.4779792,2,NDP leader says there are 'other nations we can look at' for oil,politics
141,user-000036,1.4783329,3,"'1867 was a different time,' PC MPP says during question period",canada
142,user-000037,1.4782895,0,Google services on smartphones store location data even if you use privacy settings to prevent it,technology
143,user-000037,1.4782959,1,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
144,user-000037,1.4779746999999999,2,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
145,user-000038,1.4782758,0,"Bolante Idowu Alo had applied repeatedly for refugee status in Canada, claiming his life was at risk",canada
146,user-000038,1.4783325,1,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
147,user-000038,1.4782541999999999,2,"Orca carried her dead baby for more than 1,600 km in an 'unprecedented' display",canada
148,user-000038,1.4783578000000002,3,Lisa MacLeod says she's disappointed federal government's latest move is to shuffle task force leadership,politics
149,user-000038,1.4783329,4,"'1867 was a different time,' PC MPP says during question period",canada
150,user-000039,1.4783538,0,Ayatollah Ali Khamenei also chides Iranian government over economy,world
151,user-000039,1.4775981000000002,1,Tehran won't negotiate as long as Washington rejects 2015 nuclear deal,world
152,user-000039,1.4782989,2,Eastern Canadian premiers and New England governors holding annual meeting in Vermont,politics
153,user-000039,1.4782045,3,Friday tweet from Trump launched a fresh auto tariff threat,politics
154,user-000039,1.4597111999999999,4,A web developer's deep dive into his own data yields a near-complete picture of his life,
155,user-000040,1.4782832000000001,0,"About 120 residents of Eastman, Que., want the municipality to ban short-term rentals like Airbnb",canada
156,user-000041,1.4782959,0,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
157,user-000041,1.4783937,1,CBC News plans to challenge order that prohibits publication or broadcast of previously reported information,canada
158,user-000042,1.4782548,0,"North American pride events usually take place in June, but Montreal's busy festival schedule makes that tough",canada
159,user-000043,1.4782895,0,Google services on smartphones store location data even if you use privacy settings to prevent it,technology
160,user-000044,1.4782628999999998,0,A 30-year-old B.C. man has been charged with 2nd-degree murder,canada
161,user-000044,1.4783695,1,"RCMP confirm they are searching for 67-year old Valerie Morris, who may be trapped in a vehicle",canada
162,user-000045,1.4782959,0,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
163,user-000046,1.4782895,0,Google services on smartphones store location data even if you use privacy settings to prevent it,technology
164,user-000046,1.4782608,1,Dio Gama advised not to leave country with family's case still being reviewed,
165,user-000047,1.4779746999999999,0,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
166,user-000047,1.463902,1,A law meant to hit U.S. corporations sheltering funds offshore is inflicting collateral damage here,politics
167,user-000047,1.4780544,2,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
168,user-000047,1.4783578000000002,3,Lisa MacLeod says she's disappointed federal government's latest move is to shuffle task force leadership,politics
169,user-000047,1.4783325,4,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
170,user-000047,1.4295453000000002,5,"Motion M-103 sparked petitions, free speech concerns and fears it would lead to Shariah law in Canada",politics
171,user-000047,1.4783325,6,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
172,user-000047,1.4783329,7,"'1867 was a different time,' PC MPP says during question period",canada
173,user-000047,1.4783325,8,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
174,user-000048,1.4780544,0,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
175,user-000048,1.4782608,1,Dio Gama advised not to leave country with family's case still being reviewed,
176,user-000048,1.4782959,2,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
177,user-000048,1.4212726999999998,3,Charge your tablet and e-reader and remove protective cases for more thorough screening,canada
178,user-000049,1.4782959,0,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
179,user-000049,1.4783629999999999,1,Regulations for sales of recreational pot  in stores will be developed after consultations with stakeholders,canada
180,user-000049,1.4783857,2,Pilot died in crash hours after being arrested for assaulting spouse,world
181,user-000050,1.4783182,0,Republicans have seized on text messages from Strzok to try to discredit probe into Russian election meddling ,world
182,user-000051,1.4783329,0,"'1867 was a different time,' PC MPP says during question period",canada
183,user-000051,1.4783325,1,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
184,user-000051,1.4783912000000001,2,Federal government also pledges aircraft as 600 blazes burn across the province,canada
185,user-000051,1.4783361000000002,3,"First responders at risk for operational stress injuries after colleagues killed, experts say",health
186,user-000052,1.4782897,0,Officials say many young people were on the port's wooden boardwalk when it gave way Sunday ,world
187,user-000052,1.4779746999999999,1,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
188,user-000052,1.4783064,2,Nearly 600 wildfires are burning across the province,canada
189,user-000052,1.4783024999999999,3,Murphy the pet snake has been missing from its owner's home since Friday,canada
190,user-000052,1.4783329,4,"'1867 was a different time,' PC MPP says during question period",canada
191,user-000052,1.4783857,5,Pilot died in crash hours after being arrested for assaulting spouse,world
192,user-000052,1.4782608,6,Dio Gama advised not to leave country with family's case still being reviewed,
193,user-000053,1.4643673000000001,0,"""If I was to re-brand the shopping ban, I would call it the browsing ban.""",
194,user-000053,1.4643673000000001,1,"""If I was to re-brand the shopping ban, I would call it the browsing ban.""",
195,user-000054,1.4783329,0,"'1867 was a different time,' PC MPP says during question period",canada
196,user-000055,1.4782758,0,"Bolante Idowu Alo had applied repeatedly for refugee status in Canada, claiming his life was at risk",canada
197,user-000055,1.4783325,1,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
198,user-000055,1.4779746999999999,2,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
199,user-000056,1.4780544,0,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
200,user-000056,1.4779746999999999,1,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
201,user-000056,1.4779048000000001,2,Major League Baseball strike ended the season and Montreal's hopes of baseball glory ,
202,user-000057,1.4783912000000001,0,Federal government also pledges aircraft as 600 blazes burn across the province,canada
203,user-000057,1.4783681999999998,1,Joseph DeAngelo is alleged to have been one of California's most elusive serial killers ,world
204,user-000057,1.4783035,2,"U.S. soul singer, 76, last performed at November benefit concert organized by Elton John",entertainment
205,user-000057,1.4782608,3,Dio Gama advised not to leave country with family's case still being reviewed,
206,user-000058,1.4294811,0,"Manager, commentator widely praised as one of the best performers in sports entertainment",entertainment
207,user-000059,1.4782758,0,"Bolante Idowu Alo had applied repeatedly for refugee status in Canada, claiming his life was at risk",canada
208,user-000059,1.4783508,1,"Jason Kenney's caucus is currently short on women, visible minorities ",canada
209,user-000059,1.4783329,2,"'1867 was a different time,' PC MPP says during question period",canada
210,user-000059,1.4783118999999998,3,Newsletter: A closer look at the day's most notable stories,national
211,user-000060,1.4781377,0,Contest for communities to win $30 million toward housing projects called 'Hunger Games of on-reserve housing',canada
212,user-000060,1.4783329,1,"'1867 was a different time,' PC MPP says during question period",canada
213,user-000060,1.4783362,2,"'This type of thing has never been tried before,' says biologist on effort to help 3-year-old orca",canada
214,user-000061,1.4779746999999999,0,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
215,user-000061,1.4780544,1,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
216,user-000061,1.4781002,2,But it's far from a foregone conclusion that liberalism has completely lost its global ideological hold,news
217,user-000061,1.4783017,3,"'People need to know we are there for them,' says Joshua Cochrane",canada
218,user-000061,1.4783315000000001,4,"'The legalization of cannabis does present some challenges to us,' says Vancouver police superintendent",canada
219,user-000061,1.4782958000000002,5,"'It's a rigorous, lengthy and stressful process,' says immigration lawyer",canada
220,user-000061,1.4783033,6,The motorcyclist was taken by LifeFlight to the QEII Health Sciences Centre in Halifax,canada
221,user-000061,1.478086,7,'Things have to change or we're really going to be a surveillance society',canada
222,user-000061,1.4783691,8,"'Teachers will not be muzzled,' Elementary Teachers' Federation of Ontario says",canada
223,user-000061,1.4779746999999999,9,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
224,user-000061,1.4780732,10,Astronomer Gary Boyle says the time's right for a stunning display of shooting stars,canada
225,user-000061,1.4783064,11,Nearly 600 wildfires are burning across the province,canada
226,user-000061,1.4439378,12,,
227,user-000061,1.4783362,13,"'This type of thing has never been tried before,' says biologist on effort to help 3-year-old orca",canada
228,user-000061,1.4783747,14,"97 per cent said they want a ban on the use of bots, but people split on whether culprits should be prosecuted",canada
229,user-000062,1.4782895,0,Google services on smartphones store location data even if you use privacy settings to prevent it,technology
230,user-000063,1.462903,0,"Her husband took credit for all her work but when she found out, she 'didn't have the 'courage' to expose him",
231,user-000063,1.4777249,1,BMO sought federal approval first because Place d'Armes square building is a heritage site,canada
232,user-000064,1.4781002,0,But it's far from a foregone conclusion that liberalism has completely lost its global ideological hold,news
233,user-000064,1.4782242,1,Premier Philippe Couillard made the announcement today in Montreal,canada
234,user-000064,1.4783118999999998,2,Newsletter: A closer look at the day's most notable stories,national
235,user-000064,1.4783325,3,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
236,user-000065,1.4782252,0,A couple and 2 police officers were killed in Friday incident,canada
237,user-000066,1.4780544,0,"Despite booming jobs and GDP, Canada can't escape the effects of a tumultuous world",business
238,user-000066,1.4783325,1,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
239,user-000066,1.478329,2,"Rising temperatures could add extra month to growing season, Manitoba report says",canada
240,user-000067,1.4779746999999999,0,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
241,user-000067,1.4782701999999999,1,30-year-old man pulled from the Petite-Nation River Sunday afternoon,canada
242,user-000067,1.4782903,2,The humidex starts to inch back up after a weekend of warm days and cool nights,canada
243,user-000067,1.4780466,3,"'I don't run as far or as fast, but I'm still moving forward'",canada
244,user-000067,1.4783024999999999,4,Murphy the pet snake has been missing from its owner's home since Friday,canada
245,user-000067,1.4779048000000001,5,Major League Baseball strike ended the season and Montreal's hopes of baseball glory ,
246,user-000068,1.4783857,0,Pilot died in crash hours after being arrested for assaulting spouse,world
247,user-000068,1.4779746999999999,1,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
248,user-000068,1.4783325,2,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
249,user-000068,1.4783329,3,"'1867 was a different time,' PC MPP says during question period",canada
250,user-000068,1.4783329,4,"'1867 was a different time,' PC MPP says during question period",canada
251,user-000068,1.4783912000000001,5,Federal government also pledges aircraft as 600 blazes burn across the province,canada
252,user-000068,1.4781692,6,Change to cooler temperatures this weekend could bring stronger winds,canada
253,user-000068,1.4782855,7,"'It's been heartening to see some progress, but the hypocrisy of this regime must be called out,' she writes",
254,user-000068,1.4597111999999999,8,A web developer's deep dive into his own data yields a near-complete picture of his life,
255,user-000068,1.4597086000000001,9,Researchers recently uncovered two of the earliest known depictions of breast cancer in 16th century paintings,
256,user-000068,1.4768652,10,Raccoons are exotic for many of Jim Blackwood's out-of-town visitors,
257,user-000068,1.4783391000000001,11,"Member of Hart Foundation, won tag team championship with brother-in-law Bret",sports
258,user-000068,1.3546475,12,'9th Wonder of the World' made mark in WWE,sports
259,user-000068,1.4781377,13,Contest for communities to win $30 million toward housing projects called 'Hunger Games of on-reserve housing',canada
260,user-000068,1.4783633999999999,14,"Massive search for Jeff Freiheit involves German police, alpine crews, rescue dogs and drones",canada
261,user-000068,1.4781973,15,Summer Dwellers say song lyrics were misunderstood,canada
262,user-000069,1.4768652,0,Raccoons are exotic for many of Jim Blackwood's out-of-town visitors,
263,user-000069,1.4611611,1,"The condition gave me a fearlessness that made me a better activist, Rebick says",
264,user-000070,1.462903,0,"Her husband took credit for all her work but when she found out, she 'didn't have the 'courage' to expose him",
265,user-000070,1.4597111999999999,1,A web developer's deep dive into his own data yields a near-complete picture of his life,
266,user-000071,1.4783325,0,"'Trudeau's ... cult of diversity will divide us into little tribes,' Quebec MP says",politics
267,user-000072,1.4783329,0,"'1867 was a different time,' PC MPP says during question period",canada
268,user-000072,1.4782921,1,Ontario Ministry of Natural Resources and Forestry says fire destroyed at least 13 structures ,canada
269,user-000072,1.4783182,2,Republicans have seized on text messages from Strzok to try to discredit probe into Russian election meddling ,world
270,user-000073,1.4783142,0,City lease agreement for Dominion Street park expired in 2009,canada
271,user-000073,1.4783171999999998,1,Police used non-lethal means to subdue man they believe was coming off a methamphetamine high,canada
272,user-000073,1.4783395000000001,2,Opponents of addiction treatment centre to hold protest Tuesday over plans for former Vimy Arena site,canada
273,user-000073,1.4783426000000002,3,Police also found bear spray and a knife,canada
274,user-000073,1.4780906,4,Changes were made days before lawsuit filed seeking class certification,canada
275,user-000073,1.4783513000000001,5,Wildlife encounter on property near Pinawa Dam leaves couple shaken,canada
276,user-000073,1.4783053,6,Some parts of province saw hottest Aug. 12 in more than 100 years,canada
277,user-000074,1.4782903,0,The humidex starts to inch back up after a weekend of warm days and cool nights,canada
278,user-000074,1.4783438999999998,1,Off-duty constable refused to provide blood sample following collision in Smiths Falls,canada
279,user-000074,1.4779746999999999,2,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
280,user-000074,1.4781870000000001,3,"It's 'fairly unprecedented' for a president to resort to sanctions in such a way, ex-staffer says",world
281,user-000074,1.4784032,4,Rangers will be trained on new C-19 bolt-action rifle over the next 2 years  ,canada
282,user-000074,1.4783362,5,"'This type of thing has never been tried before,' says biologist on effort to help 3-year-old orca",canada
283,user-000074,1.4784021,6,,
284,user-000075,1.4783329,0,"'1867 was a different time,' PC MPP says during question period",canada
285,user-000075,1.4779479,1,"Former warrant officer Simon Logan says he receives $2,898 a month less than he's owed",canada
286,user-000076,1.4783857,0,Pilot died in crash hours after being arrested for assaulting spouse,world
287,user-000076,1.4597111999999999,1,A web developer's deep dive into his own data yields a near-complete picture of his life,
288,user-000076,1.4597061000000002,2,,
289,user-000076,1.4597079,3,Storm surges and sea level rise threaten the island's cultural heritage,
290,user-000077,1.4779746999999999,0,Experts say proposed U.S. regulations could violate the Canada-U.S. tax treaty,politics
291,user-000077,1.4782959,1,Rudy Giuliani says Manigault Newman may have broken law by secretly taping conversations,world
292,user-000077,1.4782989,2,Eastern Canadian premiers and New England governors holding annual meeting in Vermont,politics
293,user-000078,1.4782451,0,Police said fire officials notified them they suspect someone deliberately set the fire,canada
294,user-000079,1.4783143,0,Latest plans for Medical Arts Building no longer include hotel,canada
295,user-000079,1.4783329,1,"'1867 was a different time,' PC MPP says during question period",canada
296,user-000080,1.4760732,0,"Fire department, Parks Canada crews practice fire-suppression plans in mountain town",canada
297,user-000080,1.4783064,1,Nearly 600 wildfires are burning across the province,canada
